file_name,publishable,features,overall_coherence_score,evaluation_results
P112.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.09842909872531891, 1, 0.3961130380630493, 1]",0.16474358811974527,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'Results and Analysis', 'factual_verification': 'Verified', 'coherence_with_overall': 0.09842909872531891}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.16474358811974527}"
P124.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.05858442187309265, 1, 6, 0.006202215328812599, 1, 0.04501254856586456, 1]",0.06362348534166813,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'methodology enables us to detect subtle', 'factual_verification': 'Verified', 'coherence_with_overall': 0.05858442187309265}, 'Results': {'summary': 'results. Furthermore, the application of unorthodox', 'factual_verification': 'Verified', 'coherence_with_overall': 0.006202215328812599}, 'Conclusion': {'summary': 'conclusion, the application of time-series analysis to predictive maintenance in smart grids is a', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04501254856586456}, 'overall_coherence_score': 0.06362348534166813}"
P109.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.008871053345501423, 1, 0.3961130380630493, 1]",0.14683197904378176,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results in numerous', 'factual_verification': 'Verified', 'coherence_with_overall': 0.008871053345501423}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.14683197904378176}"
P123.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.11757194250822067, 1, 3, 0.005706341937184334, 1, 0.3961130380630493, 1]",0.14554191790521145,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'methodology requires no', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11757194250822067}, 'Results': {'summary': 'results on eight benchmark datasets focusing on sentiment, emotion, and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.005706341937184334}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.14554191790521145}"
P087.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.07380321621894836, 1, 0, 0, 0, 0]",0.09404049441218376,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Results': {'summary': 'results in poorly-lit scenes (where there', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07380321621894836}, 'overall_coherence_score': 0.09404049441218376}"
P126.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.48712295293807983, 1, 0.009334081783890724, 1]",0.16512656770646572,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results even', 'factual_verification': 'Verified', 'coherence_with_overall': 0.48712295293807983}, 'Conclusion': {'summary': 'conclusion, our experimental results strongly support the effectiveness and robustness of the pro-', 'factual_verification': 'Verified', 'coherence_with_overall': 0.009334081783890724}, 'overall_coherence_score': 0.16512656770646572}"
P101.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.08679911494255066, 1, 6, 0.337738037109375, 1, 0]",0.15821385476738214,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'methodology for identifying disease characteristics from', 'factual_verification': 'Verified', 'coherence_with_overall': 0.08679911494255066}, 'Results': {'summary': 'results in', 'factual_verification': 'Verified', 'coherence_with_overall': 0.337738037109375}, 'overall_coherence_score': 0.15821385476738214}"
P085.pdf,No,"[0.16399464011192322, 1, 0.37513267993927, 1, 0.23386266827583313, 1, 0.0032681592274457216, 1, 0, 0]",0.19406453688861802,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction and Relation to Prior Research', 'factual_verification': 'Verified', 'coherence_with_overall': 0.37513267993927}, 'Results': {'summary': 'results.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.23386266827583313}, 'Discussion': {'summary': 'discussion contributes to the development of SD privacy standards, encourages', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0032681592274457216}, 'overall_coherence_score': 0.19406453688861802}"
P116.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.04042062535881996, 1, 0.4143092632293701, 1, 0.29769688844680786, 1]",0.18026709680755934,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results indicated that the optimal choice of splitting', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04042062535881996}, 'Discussion': {'summary': 'discussion.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4143092632293701}, 'Conclusion': {'summary': 'conclusions about the', 'factual_verification': 'Verified', 'coherence_with_overall': 0.29769688844680786}, 'overall_coherence_score': 0.18026709680755934}"
P127.pdf,No,"[0.1639947146177292, 1, 0.04432349279522896, 1, 0.3961121737957001, 1, 0, 0, 0, 0]",0.2014767937362194,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432349279522896}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961121737957001}, 'overall_coherence_score': 0.2014767937362194}"
P102.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.01796584017574787, 1, 0.6633205413818359, 1, 0, 0]",0.22240116214379668,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Results': {'summary': 'results can serve as baselines in any later research works. The settings', 'factual_verification': 'Verified', 'coherence_with_overall': 0.01796584017574787}, 'Discussion': {'summary': 'discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6633205413818359}, 'overall_coherence_score': 0.22240116214379668}"
P108.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.16862401366233826, 1, 4, 0.13277094066143036, 1, 0]",0.12742830533534288,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'methodology assess the cross-', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16862401366233826}, 'Results': {'summary': 'results are varied. An', 'factual_verification': 'Verified', 'coherence_with_overall': 0.13277094066143036}, 'overall_coherence_score': 0.12742830533534288}"
P135.pdf,No,"[0.1639947146177292, 1, 0.04432349279522896, 1, 0.3236083686351776, 1, 0.3961121737957001, 1, 0, 0]",0.23200968746095896,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432349279522896}, 'Results': {'summary': 'results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3236083686351776}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961121737957001}, 'overall_coherence_score': 0.23200968746095896}"
P105.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.018966402858495712, 1, 0.12591487169265747, 1, 0.3961130380630493, 1]",0.14502835273742676,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results, including the observation of previously unknown atomic phenomena.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.018966402858495712}, 'Discussion': {'summary': 'discussion among scholars of floristry, who', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12591487169265747}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.14502835273742676}"
P128.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.0051531665958464146, 1, 0.3961130380630493, 1, 0, 0]",0.15239611791912466,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Results': {'summary': 'results on the four datasets.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0051531665958464146}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.15239611791912466}"
P113.pdf,No,"[0.1639947146177292, 1, 0.04432349279522896, 1, 0.333060085773468, 1, 0.38511431217193604, 1, 0, 0]",0.23162315133959055,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432349279522896}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.333060085773468}, 'Conclusion': {'summary': 'Conclusions', 'factual_verification': 'Verified', 'coherence_with_overall': 0.38511431217193604}, 'overall_coherence_score': 0.23162315133959055}"
P104.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.30146998167037964, 1, 6, 0.0022756485268473625, 1, 0.39611151814460754, 1]",0.1816350778564811,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'methodology is not specific to question-answering.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.30146998167037964}, 'Results': {'summary': 'Results. Results are shown in Table 1. ConCoRD provides an absolute improvement of over', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0022756485268473625}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.39611151814460754}, 'overall_coherence_score': 0.1816350778564811}"
P133.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.3330613672733307, 1, 0.017714958637952805, 1, 0.3961130380630493, 1]",0.19104152619838716,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3330613672733307}, 'Discussion': {'summary': 'Discussion on other applications It is worth noting that while we focused on parsing as sequence', 'factual_verification': 'Verified', 'coherence_with_overall': 0.017714958637952805}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.19104152619838716}"
P107.pdf,No,"[0.16399499773979187, 1, 0.04432324320077896, 1, 0.12085872888565063, 1, 1, 0.1400996297597885, 1, 0.033460985869169235, 1]",0.10054751709103585,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399499773979187}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432324320077896}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085872888565063}, 'Results': {'summary': 'results, particularly in forecasting phenomena that', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1400996297597885}, 'Conclusion': {'summary': 'conclusion, the field of neural approaches to real-time weather forecasting is characterized', 'factual_verification': 'Verified', 'coherence_with_overall': 0.033460985869169235}, 'overall_coherence_score': 0.10054751709103585}"
P122.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.12085753679275513, 1, 1, 0.337738037109375, 1, 0.3961130380630493, 1]",0.21260537579655647,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12085753679275513}, 'Results': {'summary': 'results in', 'factual_verification': 'Verified', 'coherence_with_overall': 0.337738037109375}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.21260537579655647}"
P115.pdf,No,"[0.16399464011192322, 1, 0.0443236269056797, 1, 0.05404229089617729, 1, 11, 0.3961130380630493, 1, 0]",0.16461839899420738,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399464011192322}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0443236269056797}, 'Methodology': {'summary': 'methodology typically involves employing an auto-regressive loss on the generated text', 'factual_verification': 'Verified', 'coherence_with_overall': 0.05404229089617729}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3961130380630493}, 'overall_coherence_score': 0.16461839899420738}"
P079.pdf,No,"[0.1639947146177292, 1, 0.12983493506908417, 1, 0, 0, 0, 0, 0, 0]",0.14691482484340668,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1639947146177292}, 'Introduction': {'summary': 'Introduction and Motivation', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12983493506908417}, 'overall_coherence_score': 0.14691482484340668}"
P093.pdf,No,"[0.16399502754211426, 1, 0.04432399943470955, 1, 0.1208581030368805, 1, 1, 0.33305999636650085, 1, 0.39611145853996277, 1]",0.21166971698403358,"{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16399502754211426}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.04432399943470955}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1208581030368805}, 'Results': {'summary': 'Results', 'factual_verification': 'Verified', 'coherence_with_overall': 0.33305999636650085}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.39611145853996277}, 'overall_coherence_score': 0.21166971698403358}"
