file_name,publishable,features,evaluation_results,errors
P110.pdf,Yes,"[0.5939368605613708, 1, 0.48482853174209595, 1, 0, 0, 0, 0, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5939368605613708, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.48482853174209595, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P117.pdf,Yes,"[0.06341508030891418, 1, 0.06945961713790894, 1, 0.5999199151992798, 1, 0.7308380603790283, 1, 0.43471062183380127, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06341508030891418, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06945961713790894, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results in traditional tagging tasks but also', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5999199151992798, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'Discussion. The use of linear transformation between visual and word vector spaces has been', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7308380603790283, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'conclusions beyond the experimental vocabulary S', 'factual_verification': 'Verified', 'coherence_with_overall': 0.43471062183380127, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P120.pdf,Yes,"[0.2240343689918518, 1, 0.1313909888267517, 1, 0.6322538256645203, 1, 0.5888433456420898, 1, 0.411253958940506, 1]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2240343689918518, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1313909888267517, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results of this experiment are presented in Table 1.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.6322538256645203, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'discussions regarding the extent to which high accuracy in a', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5888433456420898, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.411253958940506, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P130.pdf,Yes,"[0.1953456550836563, 1, 0.26247262954711914, 1, 0.47746676206588745, 1, 1, 0.8137001395225525, 1, 0.4016103744506836]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1953456550836563, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.26247262954711914, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.47746676206588745, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results were then analyzed using a combination of qualitative and quantitative', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8137001395225525, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4016103744506836, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P112.pdf,No,"[0.2444465160369873, 1, 0.35028988122940063, 1, 0.447782039642334, 1, 1, 0.5251750946044922, 1, 0.32321637868881226]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2444465160369873, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.35028988122940063, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.447782039642334, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'Results and Analysis', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5251750946044922, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.32321637868881226, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P124.pdf,No,"[-0.03265859931707382, 1, 0.06752261519432068, 1, 0.18492724001407623, 1, 6, 0.18141746520996094, 1, 0.9297271966934204]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': -0.03265859931707382, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.06752261519432068, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'methodology enables us to detect subtle', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18492724001407623, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results. Furthermore, the application of unorthodox', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18141746520996094, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'conclusion, the application of time-series analysis to predictive maintenance in smart grids is a', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9297271966934204, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P109.pdf,No,"[0.5198392271995544, 1, 0.5218762159347534, 1, 0.4671068787574768, 1, 1, 0.2738320529460907, 1, 0.48407816886901855]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5198392271995544, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5218762159347534, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4671068787574768, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results in numerous', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2738320529460907, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.48407816886901855, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P123.pdf,Yes,"[0.19019325077533722, 1, 0.18874044716358185, 1, 0.19729293882846832, 1, 3, 0.8619180917739868, 1, 0.38026535511016846]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19019325077533722, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18874044716358185, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'methodology requires no', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19729293882846832, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results on eight benchmark datasets focusing on sentiment, emotion, and', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8619180917739868, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.38026535511016846, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P087.pdf,Yes,"[0.39126884937286377, 1, 0.43562108278274536, 1, 0.7114834785461426, 1, 0, 0, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.39126884937286377, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.43562108278274536, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results in poorly-lit scenes (where there', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7114834785461426, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P126.pdf,No,"[0.035975974053144455, 1, 0.03249421343207359, 1, 0.16431239247322083, 1, 1, 0.1678297519683838, 1, 0.9589829444885254]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.035975974053144455, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.03249421343207359, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.16431239247322083, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results even', 'factual_verification': 'Verified', 'coherence_with_overall': 0.1678297519683838, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'conclusion, our experimental results strongly support the effectiveness and robustness of the pro-', 'factual_verification': 'Verified', 'coherence_with_overall': 0.9589829444885254, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P101.pdf,Yes,"[0.18357641994953156, 1, 0.11933310329914093, 1, 0.895503044128418, 1, 6, 0.0856943279504776, 1, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.18357641994953156, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.11933310329914093, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'methodology for identifying disease characteristics from', 'factual_verification': 'Verified', 'coherence_with_overall': 0.895503044128418, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results in', 'factual_verification': 'Verified', 'coherence_with_overall': 0.0856943279504776, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P085.pdf,Yes,"[0.12099344283342361, 1, 0.23930087685585022, 1, 0.07659192383289337, 1, 0.8866695761680603, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.12099344283342361, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction and Relation to Prior Research', 'factual_verification': 'Verified', 'coherence_with_overall': 0.23930087685585022, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.07659192383289337, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}, 'Discussion': {'summary': 'discussion contributes to the development of SD privacy standards, encourages', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8866695761680603, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P116.pdf,No,"[0.2432364523410797, 1, 0.3379032611846924, 1, 0.3921247124671936, 1, 1, 0.5291315317153931, 1, 0.5514834523200989]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2432364523410797, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3379032611846924, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'Methodology', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3921247124671936, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results indicated that the optimal choice of splitting', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5291315317153931, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'discussion.', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5514834523200989, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'conclusions about the', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3657805323600769, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
P127.pdf,Yes,"[0.47410738468170166, 1, 0.4367527961730957, 1, 0.4380473494529724, 1, 0, 0, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.47410738468170166, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4367527961730957, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Conclusion': {'summary': 'Conclusion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.4380473494529724, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P102.pdf,Yes,"[0.2295387238264084, 1, 0.3113034665584564, 1, 0.8057111501693726, 1, 0.27308619022369385, 1, 0, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.2295387238264084, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.3113034665584564, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results can serve as baselines in any later research works. The settings', 'factual_verification': 'Verified', 'coherence_with_overall': 0.8057111501693726, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Discussion': {'summary': 'discussion', 'factual_verification': 'Verified', 'coherence_with_overall': 0.27308619022369385, 'logical_error': 'No logical errors', 'nli_relationship': 'Entailed'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': []}"
P108.pdf,Yes,"[0.19305537641048431, 1, 0.14375828206539154, 1, 0.7455087900161743, 1, 4, 0.5468108654022217, 1, 0]","{'Abstract': {'summary': 'Abstract', 'factual_verification': 'Verified', 'coherence_with_overall': 0.19305537641048431, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Introduction': {'summary': 'Introduction', 'factual_verification': 'Verified', 'coherence_with_overall': 0.14375828206539154, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Methodology': {'summary': 'methodology assess the cross-', 'factual_verification': 'Verified', 'coherence_with_overall': 0.7455087900161743, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}, 'Results': {'summary': 'results are varied. An', 'factual_verification': 'Verified', 'coherence_with_overall': 0.5468108654022217, 'logical_error': 'No logical errors', 'nli_relationship': 'Neutral'}}","{'factual_claims': [], 'logical_errors': [], 'methodology_issues': ['Methodology section too short']}"
